Date,Australia/US,British/US,Canadian/US,Dutch/US,French/US,German/US,Japanese/US,Swiss/US
1983-05-04,1.148,0.63,1.23,2.751,7.384,2.447,236.25,2.057
1983-05-05,1.147,0.63,1.22,2.752,7.364,2.444,235.2,2.054
1983-05-06,1.148,0.63,1.23,2.746,7.36,2.442,234.7,2.053
1983-05-09,1.146,0.64,1.23,2.744,7.343,2.435,232.65,2.039
1983-05-10,1.146,0.64,1.23,2.748,7.362,2.444,232.5,2.042
1983-05-11,1.139,0.64,1.23,2.742,7.33,2.437,230.9,2.024
1983-05-12,1.134,0.64,1.23,2.745,7.339,2.441,231.5,2.023
1983-05-13,1.13,0.64,1.23,2.751,7.36,2.443,231.3,2.023
1983-05-16,1.129,0.64,1.23,2.771,7.413,2.462,233.3,2.043
1983-05-17,1.132,0.64,1.23,2.766,7.403,2.462,233.4,2.048
1983-05-18,1.132,0.64,1.23,2.771,7.409,2.465,232.75,2.023
1983-05-19,1.134,0.64,1.23,2.783,7.443,2.479,234.4,2.07
1983-05-20,1.134,0.64,1.23,2.785,7.436,2.478,234.1,2.079
1983-05-23,1.135,0.64,1.23,2.795,7.455,2.485,235.4,2.079
1983-05-24,1.134,0.64,1.24,2.802,7.483,2.494,236.6,2.083
1983-05-25,1.134,0.63,1.23,2.799,7.471,2.49,236.3,2.073
1983-05-26,1.133,0.62,1.23,2.808,7.483,2.495,236.55,2.075
1983-05-27,1.133,0.62,1.23,2.828,7.543,2.515,237.97,2.085
1983-05-31,1.135,0.62,1.23,2.839,7.573,2.525,238.85,2.096
1983-06-01,1.136,0.63,1.23,2.862,7.669,2.548,239.85,2.109
1983-06-02,1.134,0.63,1.23,2.854,7.643,2.541,238.35,2.104
1983-06-03,1.136,0.64,1.23,2.855,7.652,2.543,239,2.109
1983-06-06,1.136,0.63,1.23,2.88,7.657,2.565,240.5,2.121
1983-06-07,1.138,0.64,1.24,2.88,7.716,2.569,240.35,2.13
1983-06-08,1.139,0.64,1.24,2.88,7.725,2.568,241.38,2.132
1983-06-09,1.141,0.63,1.23,2.878,7.715,2.565,242.7,2.129
1983-06-10,1.141,0.64,1.23,2.867,7.695,2.556,242.18,2.127
1983-06-13,1.14,0.64,1.24,2.862,7.685,2.554,242.55,2.127
1983-06-14,1.144,0.66,1.24,2.872,7.716,2.565,243.05,2.135
1983-06-15,1.143,0.66,1.24,2.873,7.716,2.568,242.45,2.138
1983-06-16,1.142,0.65,1.24,2.855,7.674,2.556,240.55,2.125
1983-06-17,1.142,0.66,1.23,2.856,7.703,2.559,239.9,2.119
1983-06-20,1.142,0.65,1.23,2.847,7.654,2.546,239.25,2.105
1983-06-21,1.141,0.66,1.23,2.852,7.668,2.55,239.6,2.111
1983-06-22,1.139,0.65,1.23,2.822,7.583,2.522,237.4,2.082
1983-06-23,1.139,0.65,1.23,2.822,7.595,2.524,237.5,2.085
1983-06-24,1.138,0.65,1.23,2.825,7.596,2.526,237.3,2.087
1983-06-27,1.143,0.65,1.23,2.839,7.61,2.533,239.4,2.096
1983-06-28,1.142,0.65,1.23,2.85,7.63,2.54,238.8,2.097
1983-06-29,1.143,0.65,1.23,2.852,7.642,2.544,239.35,2.106
1983-06-30,1.142,0.65,1.23,2.847,7.625,2.541,239.28,2.103
1983-07-01,1.141,0.65,1.23,2.846,7.635,2.541,239.15,2.106
1983-07-05,1.145,0.65,1.23,2.877,7.709,2.569,240.7,2.129
1983-07-06,1.145,0.65,1.23,2.877,7.711,2.568,239.5,2.125
1983-07-07,1.146,0.65,1.23,2.883,7.736,2.577,240.85,2.132
1983-07-08,1.145,0.65,1.23,2.885,7.744,2.578,241.35,2.129
1983-07-11,1.145,0.65,1.23,2.894,7.77,2.586,241.65,2.13
1983-07-12,1.146,0.65,1.23,2.896,7.786,2.588,240.65,2.117
1983-07-13,1.147,0.65,1.23,2.888,7.773,2.585,239.8,2.113
1983-07-14,1.146,0.65,1.23,2.881,7.75,2.578,240.1,2.115
1983-07-15,1.149,0.66,1.23,2.906,7.818,2.599,241.25,2.129
1983-07-18,1.148,0.66,1.23,2.905,7.806,2.597,240.8,2.122
1983-07-19,1.145,0.66,1.23,2.9,7.793,2.592,240.8,2.119
1983-07-20,1.143,0.66,1.23,2.882,7.747,2.577,239.3,2.1
1983-07-21,1.137,0.66,1.23,2.892,7.764,2.582,239.6,2.098
1983-07-22,1.137,0.66,1.23,2.9,7.789,2.592,240.25,2.107
1983-07-25,1.136,0.66,1.23,2.917,7.831,2.607,240.55,2.115
1983-07-26,1.138,0.66,1.23,2.919,7.849,2.611,240.6,2.112
1983-07-27,1.136,0.65,1.23,2.935,7.888,2.625,240.87,2.115
1983-07-28,1.135,0.66,1.23,2.934,7.899,2.629,240.8,2.123
1983-07-29,1.136,0.66,1.23,2.959,7.96,2.649,241.75,2.135
1983-08-01,1.138,0.66,1.23,2.994,8.055,2.679,243.7,2.155
1983-08-02,1.139,0.66,1.24,2.972,8,2.661,243.15,2.141
1983-08-03,1.141,0.66,1.23,2.974,8.006,2.661,243.25,2.154
1983-08-04,1.142,0.67,1.23,2.987,8.033,2.67,243.6,2.161
1983-08-05,1.143,0.67,1.24,3,8.078,2.682,243.9,2.171
1983-08-08,1.144,0.67,1.24,3.013,8.113,2.696,244.25,2.179
1983-08-09,1.141,0.67,1.24,3.006,8.093,2.69,243.98,2.178
1983-08-10,1.144,0.68,1.24,3.047,8.198,2.725,245.8,2.196
1983-08-11,1.147,0.68,1.24,3.057,8.227,2.735,246.35,2.192
1983-08-12,1.147,0.67,1.24,3.048,8.19,2.724,247.05,2.185
1983-08-15,1.144,0.67,1.24,3.034,8.153,2.711,246.9,2.169
1983-08-16,1.136,0.66,1.23,2.984,8.009,2.662,243.15,2.142
1983-08-17,1.135,0.66,1.23,2.956,7.943,2.641,243.6,2.141
1983-08-18,1.131,0.66,1.23,2.95,7.928,2.635,242.98,2.145
1983-08-19,1.132,0.66,1.23,2.972,7.985,2.656,244,2.155
1983-08-22,1.129,0.65,1.23,2.947,7.921,2.635,243.1,2.142
1983-08-23,1.126,0.65,1.23,2.941,7.922,2.629,243.25,2.138
1983-08-24,1.129,0.66,1.23,2.95,7.935,2.636,242.9,2.147
1983-08-25,1.126,0.66,1.23,2.959,7.948,2.64,243.2,2.146
1983-08-26,1.133,0.66,1.23,2.984,8.012,2.663,245.65,2.171
1983-08-29,1.136,0.67,1.23,3,8.063,2.68,246.15,2.179
1983-08-30,1.137,0.67,1.23,3.008,8.091,2.688,246.25,2.185
1983-08-31,1.139,0.67,1.23,3.019,8.115,2.697,246.45,2.187
1983-09-01,1.141,0.67,1.23,3.013,8.11,2.696,246.5,2.189
1983-09-02,1.141,0.67,1.23,3.014,8.11,2.696,246.8,2.19
1983-09-06,1.14,0.67,1.23,3,8.07,2.681,245.85,2.178
1983-09-07,1.141,0.67,1.23,3.005,8.092,2.688,245.7,2.181
1983-09-08,1.141,0.67,1.23,2.995,8.069,2.677,244.6,2.174
1983-09-09,1.137,0.67,1.23,2.993,8.043,2.673,244.55,2.17
1983-09-12,1.129,0.67,1.23,2.976,8.016,2.661,243.42,2.164
1983-09-13,1.127,0.67,1.23,2.998,8.098,2.68,244.2,2.18
1983-09-14,1.129,0.67,1.23,3.005,8.11,2.687,245.3,2.185
1983-09-15,1.127,0.67,1.23,2.996,8.088,2.68,244.65,2.178
1983-09-16,1.129,0.67,1.23,2.984,8.05,2.667,243.55,2.165
1983-09-19,1.125,0.66,1.23,2.978,8.037,2.658,241.7,2.153
1983-09-20,1.124,0.66,1.23,2.986,8.068,2.669,242.5,2.159
1983-09-21,1.121,0.66,1.23,2.982,8.059,2.667,242.25,2.161
1983-09-22,1.12,0.67,1.23,3.002,8.111,2.683,242.8,2.172
1983-09-23,1.118,0.67,1.23,2.966,8.03,2.653,239.6,2.145
1983-09-26,1.113,0.67,1.23,2.961,8.028,2.646,238.05,2.145
1983-09-27,1.115,0.67,1.23,2.966,8.043,2.651,237.9,2.139
1983-09-28,1.114,0.67,1.23,2.962,8.022,2.646,236.9,2.133
1983-09-29,1.115,0.67,1.23,2.954,8.009,2.641,236.8,2.131
1983-09-30,1.115,0.67,1.23,2.942,7.995,2.632,235.65,2.12
1983-10-03,1.114,0.67,1.23,2.933,7.978,2.623,234.15,2.113
1983-10-04,1.111,0.68,1.23,2.942,8.012,2.628,234.1,2.118
1983-10-05,1.105,0.67,1.23,2.913,7.938,2.596,232.9,2.102
1983-10-06,1.095,0.67,1.23,2.901,7.925,2.581,232.4,2.095
1983-10-07,1.094,0.66,1.23,2.881,7.873,2.567,230.85,2.087
1983-10-11,1.092,0.66,1.23,2.899,7.915,2.587,232.05,2.104
1983-10-12,1.096,0.66,1.23,2.931,7.99,2.614,234.28,2.123
1983-10-13,1.097,0.67,1.23,2.919,7.965,2.605,233.15,2.116
1983-10-14,1.097,0.67,1.23,2.93,7.998,2.618,232.8,2.121
1983-10-17,1.09,0.67,1.23,2.918,7.955,2.603,232.95,2.11
1983-10-18,1.09,0.67,1.23,2.903,7.905,2.584,232.3,2.098
1983-10-19,1.091,0.67,1.23,2.907,7.903,2.585,232.65,2.1
1983-10-20,1.091,0.67,1.23,2.91,7.915,2.589,232.5,2.104
1983-10-21,1.085,0.67,1.23,2.908,7.9,2.583,232.38,2.101
1983-10-24,1.088,0.67,1.23,2.932,7.972,2.61,233.5,2.121
1983-10-25,1.088,0.67,1.23,2.925,7.948,2.604,232.45,2.115
1983-10-26,1.09,0.67,1.23,2.939,7.977,2.618,232.95,2.123
1983-10-27,1.09,0.67,1.23,2.938,7.985,2.619,232.6,2.125
1983-10-28,1.089,0.67,1.23,2.94,7.986,2.621,232.7,2.13
1983-10-31,1.095,0.67,1.23,2.947,8.013,2.632,234.05,2.143
1983-11-01,1.095,0.67,1.23,2.974,8.078,2.655,234.77,2.162
1983-11-02,1.095,0.67,1.23,2.964,8.046,2.645,234.45,2.151
1983-11-03,1.093,0.67,1.23,2.977,8.083,2.659,234.35,2.158
1983-11-04,1.098,0.67,1.23,2.992,8.112,2.671,236.65,2.17
1983-11-07,1.098,0.67,1.24,3.004,8.136,2.68,237,2.177
1983-11-09,1.096,0.67,1.24,2.991,8.122,2.668,235.4,2.168
1983-11-10,1.091,0.67,1.23,2.978,8.09,2.658,234.45,2.152
1983-11-14,1.089,0.67,1.24,2.996,8.138,2.676,234.65,2.163
1983-11-15,1.085,0.67,1.24,2.998,8.143,2.678,234.45,2.163
1983-11-16,1.087,0.67,1.24,3.006,8.166,2.687,235.4,2.167
1983-11-17,1.091,0.68,1.24,3.023,8.199,2.698,236.25,2.183
1983-11-18,1.09,0.68,1.24,3.028,8.225,2.705,235.95,2.187
1983-11-21,1.088,0.68,1.24,3.026,8.213,2.701,235.2,2.183
1983-11-22,1.086,0.68,1.24,3.02,8.198,2.689,234.5,2.17
1983-11-23,1.086,0.68,1.24,3.031,8.23,2.703,235.05,2.179
1983-11-25,1.093,0.69,1.24,3.038,8.247,2.712,235.1,2.182
1983-11-28,1.095,0.69,1.24,3.039,8.244,2.712,234.85,2.177
1983-11-29,1.097,0.68,1.24,3.043,8.254,2.715,234.6,2.182
1983-11-30,1.093,0.68,1.24,3.025,8.204,2.699,232.5,2.162
1983-12-01,1.075,0.69,1.24,3.026,8.215,2.702,232.53,2.163
1983-12-02,1.091,0.69,1.24,3.037,8.244,2.712,233.4,2.174
1983-12-05,1.101,0.69,1.25,3.071,8.335,2.744,235.2,2.19
1983-12-06,1.101,0.69,1.24,3.063,8.307,2.735,234.3,2.187
1983-12-07,1.102,0.69,1.24,3.062,8.295,2.736,234.05,2.191
1983-12-08,1.113,0.69,1.24,3.065,8.306,2.735,234.3,2.194
1983-12-09,1.1,0.7,1.25,3.085,8.366,2.752,236.9,2.212
1983-12-12,1.099,0.7,1.25,3.085,8.386,2.753,236.65,2.212
1983-12-13,1.109,0.71,1.25,3.109,8.454,2.771,236.25,2.22
1983-12-14,1.121,0.71,1.25,3.107,8.453,2.767,235.08,2.213
1983-12-15,1.114,0.7,1.25,3.111,8.45,2.772,234.9,2.214
1983-12-16,1.12,0.71,1.25,3.116,8.468,2.777,235.5,2.216
1983-12-19,1.138,0.71,1.25,3.114,8.454,2.772,236.1,2.212
1983-12-20,1.14,0.7,1.25,3.11,8.45,2.768,234.8,2.208
1983-12-21,1.129,0.7,1.25,3.114,8.46,2.769,234.7,2.211
1983-12-22,1.109,0.7,1.25,3.11,8.459,2.769,234.05,2.212
1983-12-23,1.111,0.7,1.25,3.098,8.435,2.759,233.9,2.198
1983-12-27,1.111,0.7,1.25,3.096,8.435,2.756,233.8,2.19
1983-12-28,1.113,0.7,1.25,3.095,8.417,2.752,233.4,2.189
1983-12-29,1.115,0.69,1.25,3.067,8.34,2.729,232.2,2.184
1983-12-30,1.115,0.69,1.24,3.062,8.335,2.725,231.7,2.179
1984-01-03,1.114,0.7,1.25,3.1,8.445,2.761,232.45,2.217
1984-01-04,1.114,0.71,1.25,3.128,8.51,2.788,233.42,2.233
1984-01-05,1.112,0.71,1.25,3.138,8.535,2.798,232.7,2.232
1984-01-06,1.1,0.71,1.25,3.15,8.574,2.811,232.7,2.238
1984-01-09,1.098,0.71,1.25,3.176,8.64,2.829,233.3,2.252
1984-01-10,1.1,0.71,1.25,3.162,8.597,2.814,233.45,2.236
1984-01-11,1.11,0.72,1.25,3.189,8.691,2.84,234.45,2.253
1984-01-12,1.107,0.72,1.25,3.189,8.688,2.84,234.87,2.25
1984-01-13,1.102,0.71,1.25,3.159,8.595,2.808,233.4,2.228
1984-01-16,1.104,0.7,1.24,3.147,8.557,2.798,233.3,2.222
1984-01-17,1.107,0.71,1.25,3.16,8.59,2.809,234.28,2.237
1984-01-18,1.11,0.71,1.25,3.159,8.574,2.803,233.6,2.233
1984-01-19,1.11,0.71,1.25,3.143,8.545,2.793,233.35,2.223
1984-01-20,1.108,0.71,1.25,3.172,8.63,2.821,234.5,2.241
1984-01-23,1.107,0.71,1.25,3.167,8.595,2.812,233.85,2.237
1984-01-24,1.104,0.71,1.25,3.178,8.638,2.826,234.35,2.247
1984-01-25,1.101,0.71,1.25,3.177,8.633,2.823,234.2,2.244
1984-01-26,1.098,0.71,1.25,3.162,8.61,2.811,234.1,2.238
1984-01-27,1.092,0.71,1.25,3.175,8.63,2.821,234.28,2.246
1984-01-30,1.09,0.71,1.25,3.165,8.6,2.812,234.58,2.242
1984-01-31,1.09,0.71,1.25,3.174,8.616,2.817,234.67,2.253
1984-02-01,1.086,0.71,1.25,3.146,8.547,2.792,234.25,2.235
1984-02-02,1.083,0.7,1.25,3.113,8.48,2.76,233.6,2.218
1984-02-03,1.085,0.7,1.25,3.09,8.418,2.736,232.7,2.197
1984-02-06,1.085,0.7,1.25,3.094,8.414,2.743,233.1,2.213
1984-02-07,1.085,0.71,1.25,3.12,8.484,2.766,234.5,2.235
1984-02-08,1.078,0.71,1.25,3.106,8.46,2.754,234.15,2.23
1984-02-09,1.074,0.7,1.25,3.106,8.423,2.738,233.88,2.228
1984-02-10,1.075,0.71,1.25,3.09,8.444,2.742,234.6,2.24
1984-02-14,1.07,0.7,1.25,3.07,8.392,2.722,233.95,2.223
1984-02-15,1.065,0.69,1.25,3.018,8.225,2.667,233.2,2.197
1984-02-16,1.059,0.69,1.25,3.024,8.24,2.674,232.85,2.193
1984-02-17,1.058,0.69,1.25,3.03,8.27,2.683,233.2,2.195
1984-02-21,1.064,0.69,1.25,3.051,8.36,2.708,234.1,2.221
1984-02-22,1.062,0.69,1.25,3.004,8.215,2.663,233.2,2.194
1984-02-23,1.059,0.69,1.25,3.006,8.198,2.662,233.6,2.193
1984-02-24,1.06,0.68,1.25,2.966,8.105,2.625,233.2,2.174
1984-02-27,1.061,0.68,1.25,2.975,8.112,2.636,233.3,2.178
1984-02-28,1.059,0.67,1.25,2.94,8.018,2.604,233.52,2.167
1984-02-29,1.06,0.67,1.25,2.936,7.995,2.598,233.43,2.168
1984-03-01,1.059,0.68,1.24,2.945,8.039,2.611,233.43,2.176
1984-03-02,1.059,0.68,1.25,2.919,7.97,2.586,228.2,2.155
1984-03-05,1.047,0.67,1.25,2.912,7.938,2.58,223.35,2.128
1984-03-06,1.047,0.67,1.26,2.885,7.878,2.552,223.35,2.11
1984-03-07,1.048,0.68,1.26,2.884,7.87,2.555,223.25,2.116
1984-03-08,1.049,0.69,1.27,2.923,7.973,2.588,224.55,2.136
1984-03-09,1.048,0.68,1.27,2.921,7.955,2.582,224.8,2.134
1984-03-12,1.047,0.69,1.28,2.939,8.018,2.603,224.83,2.153
1984-03-13,1.038,0.68,1.27,2.905,7.923,2.572,223.15,2.126
1984-03-14,1.036,0.68,1.27,2.899,7.91,2.566,223.7,2.128
1984-03-15,1.037,0.68,1.27,2.919,7.975,2.584,224.1,2.143
1984-03-16,1.038,0.69,1.27,2.968,8.102,2.628,225.85,2.156
1984-03-19,1.047,0.69,1.28,2.969,8.098,2.629,225.8,2.163
1984-03-20,1.045,0.69,1.28,2.975,8.12,2.637,226,2.167
1984-03-21,1.052,0.7,1.28,2.986,8.148,2.647,226.8,2.177
1984-03-22,1.063,0.7,1.27,2.974,8.115,2.636,226.45,2.175
1984-03-23,1.062,0.7,1.28,2.967,8.102,2.629,225.63,2.172
1984-03-26,1.05,0.69,1.28,2.934,8.008,2.6,224.67,2.157
1984-03-27,1.054,0.69,1.28,2.922,7.97,2.589,224.45,2.152
1984-03-28,1.066,0.69,1.28,2.927,7.983,2.592,224.7,2.158
1984-03-29,1.065,0.69,1.28,2.92,7.965,2.586,224.05,2.144
1984-03-30,1.068,0.7,1.28,2.929,7.99,2.594,224.75,2.153
1984-04-02,1.066,0.7,1.27,2.935,8.004,2.598,224.65,2.154
1984-04-03,1.063,0.7,1.28,2.958,8.065,2.623,225.1,2.168
1984-04-04,1.063,0.7,1.28,2.957,8.055,2.622,225.35,2.172
1984-04-05,1.078,0.7,1.28,2.968,8.096,2.631,225.6,2.181
1984-04-06,1.086,0.7,1.28,2.959,8.067,2.623,225.35,2.175
1984-04-09,1.095,0.7,1.28,2.968,8.1,2.631,225.5,2.176
1984-04-10,1.089,0.7,1.28,2.954,8.053,2.619,225.18,2.17
1984-04-11,1.079,0.7,1.28,2.945,8.025,2.61,222.7,2.166
1984-04-12,1.088,0.7,1.28,2.954,8.057,2.618,224.1,2.172
1984-04-13,1.09,0.7,1.28,2.965,8.082,2.626,224.7,2.177
1984-04-16,1.09,0.7,1.28,2.974,8.115,2.635,225.42,2.187
1984-04-17,1.086,0.7,1.28,2.98,8.134,2.642,225.05,2.193
1984-04-18,1.084,0.7,1.28,2.987,8.145,2.646,224.8,2.19
1984-04-19,1.084,0.71,1.28,3.001,8.181,2.66,225.1,2.202
1984-04-20,1.084,0.71,1.28,3.006,8.195,2.666,225.1,2.202
1984-04-23,1.085,0.71,1.28,3.003,8.182,2.662,224.75,2.196
1984-04-24,1.089,0.71,1.28,3.027,8.252,2.683,225.85,2.218
1984-04-25,1.088,0.71,1.28,3.024,8.23,2.681,225.6,2.216
1984-04-26,1.088,0.71,1.28,3.038,8.273,2.697,225.75,2.226
1984-04-27,1.088,0.71,1.28,3.05,8.308,2.705,226.55,2.235
1984-04-30,1.088,0.72,1.28,3.066,8.345,2.722,227,2.247
1984-05-01,1.083,0.72,1.29,3.075,8.373,2.729,226.95,2.245
1984-05-02,1.077,0.71,1.29,3.07,8.374,2.727,227.05,2.248
1984-05-03,1.072,0.71,1.29,3.047,8.304,2.705,226.4,2.242
1984-05-04,1.08,0.71,1.29,3.062,8.353,2.724,226.85,2.251
1984-05-07,1.093,0.72,1.29,3.115,8.505,2.773,229,2.282
1984-05-08,1.097,0.72,1.3,3.126,8.533,2.782,229.15,2.282
1984-05-09,1.099,0.72,1.3,3.114,8.496,2.768,228.87,2.28
1984-05-10,1.107,0.72,1.3,3.119,8.538,2.779,229.2,2.288
1984-05-11,1.11,0.72,1.29,3.115,8.523,2.774,230.3,2.29
1984-05-14,1.117,0.72,1.29,3.102,8.467,2.756,231.2,2.28
1984-05-15,1.112,0.72,1.29,3.089,8.433,2.743,231.75,2.272
1984-05-16,1.107,0.72,1.29,3.085,8.424,2.746,231.1,2.268
1984-05-17,1.114,0.72,1.29,3.106,8.475,2.76,232.33,2.274
1984-05-18,1.118,0.72,1.3,3.122,8.53,2.777,233.35,2.281
1984-05-21,1.116,0.72,1.29,3.1,8.472,2.756,233,2.27
1984-05-22,1.113,0.72,1.3,3.087,8.436,2.742,233.25,2.267
1984-05-23,1.107,0.73,1.3,3.103,8.487,2.759,232.37,2.278
1984-05-24,1.109,0.72,1.3,3.09,8.444,2.743,231.83,2.268
1984-05-25,1.114,0.72,1.29,3.073,8.398,2.728,231.7,2.249
1984-05-29,1.113,0.72,1.3,3.08,8.407,2.732,231.8,2.259
1984-05-30,1.113,0.72,1.29,3.082,8.403,2.736,231.48,2.265
1984-05-31,1.112,0.72,1.29,3.08,8.385,2.732,231.58,2.26
1984-06-01,1.107,0.71,1.29,3.028,8.255,2.685,230.15,2.23
1984-06-04,1.107,0.71,1.3,3.013,8.201,2.666,229.7,2.226
1984-06-05,1.119,0.72,1.3,3.03,8.265,2.686,230.45,2.235
1984-06-06,1.115,0.71,1.3,3.023,8.24,2.678,230.5,2.234
1984-06-07,1.116,0.72,1.3,3.041,8.29,2.695,231.35,2.245
1984-06-08,1.115,0.72,1.3,3.044,8.296,2.698,231.72,2.249
1984-06-11,1.115,0.72,1.3,3.059,8.345,2.715,231.93,2.267
1984-06-12,1.119,0.72,1.3,3.073,8.383,2.725,232.65,2.279
1984-06-13,1.121,0.72,1.3,3.062,8.356,2.716,232.4,2.271
1984-06-14,1.121,0.72,1.3,3.069,8.38,2.721,231.65,2.272
1984-06-15,1.129,0.73,1.3,3.087,8.42,2.741,233,2.281
1984-06-18,1.134,0.73,1.3,3.105,8.468,2.756,233.45,2.293
1984-06-19,1.132,0.73,1.3,3.106,8.47,2.759,232.95,2.288
1984-06-20,1.142,0.73,1.3,3.131,8.525,2.779,234.55,2.306
1984-06-21,1.151,0.73,1.3,3.133,8.535,2.783,234.85,2.313
1984-06-22,1.151,0.73,1.31,3.134,8.536,2.783,235.95,2.314
1984-06-25,1.17,0.74,1.31,3.157,8.604,2.804,237.95,2.336
1984-06-26,1.161,0.74,1.31,3.139,8.548,2.787,237.08,2.322
1984-06-27,1.162,0.74,1.32,3.153,8.585,2.797,238,2.332
1984-06-28,1.154,0.74,1.32,3.135,8.544,2.784,237.3,2.327
1984-06-29,1.161,0.74,1.32,3.136,8.536,2.782,237.3,2.331
1984-07-02,1.165,0.74,1.32,3.148,8.566,2.792,238.5,2.343
1984-07-03,1.16,0.75,1.32,3.182,8.656,2.821,239.63,2.365
1984-07-05,1.181,0.76,1.33,3.192,8.68,2.829,240.35,2.374
1984-07-06,1.188,0.76,1.33,3.201,8.715,2.839,241.25,2.387
1984-07-09,1.205,0.77,1.33,3.206,8.715,2.841,242.63,2.392
1984-07-10,1.196,0.76,1.33,3.187,8.662,2.824,241.45,2.384
1984-07-11,1.202,0.76,1.33,3.206,8.717,2.841,242.1,2.403
1984-07-12,1.206,0.77,1.33,3.214,8.745,2.849,242.68,2.409
1984-07-13,1.197,0.76,1.33,3.193,8.683,2.832,241.45,2.4
1984-07-16,1.194,0.75,1.33,3.185,8.669,2.822,240.7,2.387
1984-07-17,1.203,0.76,1.33,3.215,8.741,2.849,242.35,2.408
1984-07-18,1.211,0.76,1.33,3.231,8.786,2.863,243.85,2.422
1984-07-19,1.205,0.75,1.33,3.21,8.73,2.845,243.15,2.408
1984-07-20,1.209,0.76,1.33,3.226,8.775,2.86,245.2,2.423
1984-07-23,1.221,0.76,1.33,3.247,8.828,2.877,246.95,2.44
1984-07-24,1.211,0.76,1.32,3.238,8.803,2.868,246.18,2.44
1984-07-25,1.199,0.75,1.31,3.222,8.755,2.852,245.6,2.434
1984-07-26,1.2,0.75,1.31,3.216,8.739,2.847,243.65,2.428
1984-07-27,1.208,0.76,1.31,3.261,8.858,2.886,245.4,2.462
1984-07-30,1.206,0.76,1.32,3.272,8.883,2.894,246.05,2.464
1984-07-31,1.21,0.76,1.31,3.278,8.915,2.906,245.3,2.473
1984-08-01,1.203,0.77,1.31,3.295,8.956,2.918,245.75,2.465
1984-08-02,1.196,0.76,1.31,3.271,8.895,2.898,245.42,2.451
1984-08-03,1.186,0.75,1.31,3.234,8.785,2.861,241.8,2.404
1984-08-06,1.189,0.76,1.31,3.257,8.857,2.886,243.15,2.421
1984-08-07,1.189,0.77,1.31,3.289,8.942,2.915,244.5,2.455
1984-08-08,1.187,0.76,1.3,3.268,8.915,2.906,243.1,2.445
1984-08-09,1.189,0.76,1.31,3.266,8.9,2.9,243.35,2.442
1984-08-10,1.186,0.76,1.31,3.263,8.899,2.898,242.5,2.443
1984-08-13,1.188,0.77,1.31,3.285,8.941,2.915,244.08,2.451
1984-08-14,1.188,0.76,1.31,3.254,8.865,2.888,241.7,2.422
1984-08-15,1.184,0.76,1.3,3.241,8.83,2.879,241.9,2.412
1984-08-16,1.169,0.75,1.3,3.219,8.768,2.857,240.8,2.376
1984-08-17,1.173,0.76,1.3,3.225,8.78,2.861,241.1,2.384
1984-08-20,1.169,0.76,1.3,3.238,8.813,2.87,241.05,2.396
1984-08-21,1.173,0.76,1.3,3.256,8.859,2.885,242.15,2.409
1984-08-22,1.17,0.76,1.3,3.248,8.84,2.88,241.3,2.401
1984-08-23,1.167,0.76,1.3,3.231,8.795,2.865,240.6,2.384
1984-08-24,1.169,0.77,1.3,3.239,8.823,2.874,241.2,2.393
1984-08-27,1.169,0.76,1.3,3.254,8.855,2.884,241.6,2.401
1984-08-28,1.175,0.76,1.3,3.25,8.839,2.88,241.2,2.393
1984-08-29,1.172,0.76,1.3,3.247,8.828,2.877,240.6,2.391
1984-08-30,1.178,0.76,1.3,3.255,8.854,2.887,241.25,2.402
1984-08-31,1.178,0.76,1.3,3.26,8.867,2.89,241.9,2.41
1984-09-04,1.191,0.77,1.3,3.308,8.995,2.93,243.75,2.448
1984-09-05,1.209,0.78,1.3,3.334,9.063,2.954,244.7,2.464
1984-09-06,1.2,0.78,1.31,3.328,9.049,2.948,244.1,2.462
1984-09-07,1.208,0.79,1.32,3.369,9.167,2.987,245.8,2.487
1984-09-10,1.205,0.78,1.31,3.374,9.175,2.992,245.6,2.492
1984-09-11,1.2,0.78,1.32,3.391,9.228,3.008,245.55,2.499
1984-09-12,1.2,0.78,1.31,3.38,9.199,2.998,244.95,2.49
1984-09-13,1.204,0.79,1.32,3.424,9.328,3.04,245.8,2.513
1984-09-14,1.203,0.79,1.31,3.42,9.31,3.034,245.65,2.505
1984-09-17,1.211,0.81,1.32,3.465,9.428,3.073,247.2,2.528
1984-09-18,1.208,0.81,1.32,3.485,9.503,3.094,246.18,2.543
1984-09-19,1.206,0.81,1.32,3.491,9.509,3.096,245.75,2.535
1984-09-20,1.21,0.82,1.32,3.529,9.6,3.128,246.9,2.557
1984-09-21,1.2,0.8,1.32,3.46,9.405,3.065,244.4,2.513
1984-09-24,1.201,0.8,1.32,3.42,9.3,3.027,244.2,2.492
1984-09-25,1.206,0.81,1.32,3.468,9.44,3.075,246,2.523
1984-09-26,1.204,0.81,1.32,3.433,9.34,3.042,245.15,2.508
1984-09-27,1.198,0.8,1.32,3.419,9.32,3.035,245.1,2.505
1984-09-28,1.206,0.81,1.32,3.462,9.42,3.072,246.9,2.533
1984-10-01,1.202,0.81,1.32,3.444,9.385,3.062,246.4,2.523
1984-10-02,1.202,0.81,1.31,3.431,9.335,3.042,246,2.51
1984-10-03,1.199,0.8,1.31,3.4,9.26,3.016,245.75,2.495
1984-10-04,1.201,0.8,1.31,3.418,9.295,3.028,246.2,2.508
